UserID,Age,Gender,Country,SubscriptionStatus,TotalWatchTime,Device,Rating_Status
SF_6034,16,M,India,Subscriber,451,Desktop,Rater
SF_6035,35,F,Italy,Free,142,Mobile,Rater
SF_6036,33,F,France,Subscriber,30,Desktop,Rater
SF_6037,59,F,UK,Free,319,Mobile,Rater
SF_6038,35,F,USA,Free,362,Smart TV,Rater
SF_6039,52,F,India,Subscriber,34,Desktop,Rater
SF_6040,15,M,UK,Free,247,Desktop,Rater
SF_605,14,F,France,Free,98,Mobile,Rater
SF_606,51,F,UK,Free,328,Smart TV,Rater
SF_607,28,M,India,Free,88,Mobile,Rater
SF_608,62,M,France,Subscriber,49,Mobile,Rater
SF_609,50,M,USA,Subscriber,427,Smart TV,Rater
SF_610,11,M,UK,Subscriber,320,Smart TV,Rater
SF_611,31,M,Italy,Free,37,Smart TV,Rater
SF_612,49,M,UK,Subscriber,236,Tablet,Rater
SF_613,47,M,Italy,Free,101,Desktop,Rater
SF_614,35,M,India,Free,446,Mobile,Rater
SF_616,56,M,UK,Free,75,Desktop,Rater
SF_618,14,M,UK,Free,471,Tablet,Rater
SF_619,36,F,France,Free,134,Mobile,Rater
SF_62,34,F,UK,Free,60,Smart TV,Rater
SF_620,20,M,UK,Free,24,Mobile,Rater
SF_621,19,M,UK,Free,242,Desktop,Rater
SF_622,63,M,France,Subscriber,445,Tablet,Rater
SF_623,33,M,USA,Free,21,Smart TV,Rater
SF_624,36,M,India,Subscriber,140,Desktop,Rater
SF_625,50,F,USA,Free,306,Desktop,Rater
SF_626,58,M,India,Free,482,Mobile,Rater
SF_628,44,F,France,Subscriber,237,Smart TV,Rater
SF_629,55,F,India,Subscriber,282,Tablet,Rater
SF_631,20,M,Canada,Free,99,Mobile,Rater
SF_632,30,M,UK,Subscriber,175,Desktop,Rater
SF_633,53,M,Canada,Free,245,Tablet,Rater
SF_635,14,M,France,Subscriber,479,Desktop,Rater
SF_636,53,M,Canada,Subscriber,452,Mobile,Rater
SF_637,57,M,France,Subscriber,417,Smart TV,Rater
SF_639,30,M,Italy,Free,101,Smart TV,Rater
SF_64,27,M,France,Free,182,Smart TV,Rater
SF_640,44,M,Canada,Free,318,Desktop,Rater
SF_641,18,F,UK,Free,145,Smart TV,Rater
SF_643,64,M,Italy,Free,410,Desktop,Rater
SF_644,36,M,India,Subscriber,94,Tablet,Rater
SF_645,32,M,Italy,Free,186,Mobile,Rater
SF_646,47,M,UK,Subscriber,87,Desktop,Rater
SF_648,29,F,Canada,Subscriber,412,Smart TV,Rater
SF_649,36,M,Canada,Free,417,Tablet,Rater
SF_650,34,M,France,Subscriber,389,Mobile,Rater
SF_651,21,M,India,Subscriber,117,Desktop,Rater
SF_652,35,M,UK,Subscriber,151,Mobile,Rater
SF_653,39,M,France,Free,170,Smart TV,Rater
SF_654,19,M,France,Free,401,Mobile,Rater
SF_655,23,F,Canada,Free,47,Smart TV,Rater
SF_656,23,F,France,Subscriber,377,Smart TV,Rater
SF_657,33,F,France,Free,496,Desktop,Rater
SF_658,16,F,France,Subscriber,344,Mobile,Rater
SF_659,35,F,UK,Free,372,Smart TV,Rater
SF_66,28,M,Italy,Subscriber,41,Desktop,Rater
SF_660,23,M,UK,Subscriber,297,Desktop,Rater
SF_661,12,M,India,Free,441,Mobile,Rater
SF_662,16,M,France,Free,464,Tablet,Rater
SF_663,21,F,UK,Subscriber,435,Desktop,Rater
SF_664,42,M,USA,Subscriber,164,Mobile,Rater
SF_665,28,M,USA,Subscriber,380,Smart TV,Rater
SF_666,59,F,India,Free,215,Tablet,Rater
SF_669,19,M,Canada,Free,389,Mobile,Rater
SF_67,14,F,Canada,Free,317,Tablet,Rater
SF_671,31,M,India,Subscriber,27,Smart TV,Rater
SF_673,36,M,USA,Subscriber,59,Mobile,Rater
SF_675,57,M,France,Subscriber,75,Mobile,Rater
SF_676,45,M,France,Subscriber,92,Tablet,Rater
SF_677,61,M,India,Free,26,Desktop,Rater
SF_678,54,M,India,Free,193,Mobile,Rater
SF_679,34,M,USA,Free,139,Tablet,Rater
SF_68,20,M,India,Subscriber,279,Desktop,Rater
SF_680,24,M,France,Free,292,Mobile,Rater
SF_681,53,M,Italy,Subscriber,327,Smart TV,Rater
SF_682,30,M,USA,Subscriber,317,Tablet,Rater
SF_683,58,M,UK,Free,238,Tablet,Rater
SF_684,16,M,UK,Subscriber,34,Tablet,Rater
SF_685,62,M,UK,Free,142,Mobile,Rater
SF_686,59,M,USA,Subscriber,232,Tablet,Rater
SF_688,29,M,USA,Subscriber,325,Desktop,Rater
SF_690,17,M,UK,Subscriber,104,Mobile,Rater
SF_691,32,M,Italy,Subscriber,146,Tablet,Rater
SF_693,62,M,UK,Subscriber,325,Smart TV,Rater
SF_694,23,M,UK,Subscriber,363,Mobile,Rater
SF_695,61,F,USA,Free,106,Mobile,Rater
SF_696,53,M,France,Free,210,Smart TV,Rater
SF_697,51,F,Italy,Free,147,Smart TV,Rater
SF_698,52,M,France,Free,407,Mobile,Rater
SF_699,46,M,UK,Subscriber,462,Mobile,Rater
SF_70,46,M,Canada,Free,67,Tablet,Rater
SF_700,24,M,Canada,Free,426,Mobile,Rater
SF_701,60,F,Canada,Subscriber,450,Smart TV,Rater
SF_702,57,M,Canada,Free,340,Smart TV,Rater
SF_703,42,F,Canada,Subscriber,258,Smart TV,Rater
SF_704,23,F,Italy,Subscriber,110,Mobile,Rater
SF_705,58,M,France,Subscriber,88,Mobile,Rater
SF_706,51,M,USA,Subscriber,195,Tablet,Rater
SF_707,26,M,USA,Subscriber,395,Tablet,Rater
SF_708,13,M,India,Free,64,Tablet,Rater
SF_709,29,M,France,Subscriber,251,Mobile,Rater
SF_71,41,M,USA,Free,313,Smart TV,Rater
SF_710,44,M,USA,Free,32,Desktop,Rater
SF_711,59,M,USA,Subscriber,389,Tablet,Rater
SF_713,12,M,Canada,Free,424,Smart TV,Rater
SF_714,14,M,Canada,Subscriber,195,Tablet,Rater
SF_715,36,M,France,Free,495,Smart TV,Rater
SF_716,31,M,UK,Free,164,Desktop,Rater
SF_717,18,M,India,Free,218,Mobile,Rater
SF_718,9,M,Italy,Subscriber,473,Desktop,Rater
SF_719,55,M,India,Free,14,Tablet,Rater
SF_72,57,F,Canada,Free,210,Tablet,Rater
SF_723,56,M,Italy,Subscriber,225,Mobile,Rater
SF_725,36,M,Canada,Subscriber,63,Desktop,Rater
SF_727,46,M,UK,Free,164,Tablet,Rater
SF_728,34,M,Italy,Subscriber,28,Mobile,Rater
SF_729,46,M,USA,Free,498,Smart TV,Rater
SF_73,25,M,UK,Subscriber,220,Mobile,Rater
SF_730,29,M,Italy,Subscriber,162,Desktop,Rater
SF_731,33,M,USA,Subscriber,252,Smart TV,Rater
SF_732,24,M,France,Subscriber,382,Mobile,Rater
SF_733,48,M,USA,Free,381,Desktop,Rater
SF_734,29,M,India,Free,426,Mobile,Rater
SF_738,49,M,Italy,Free,459,Tablet,Rater
SF_739,56,M,Italy,Subscriber,22,Desktop,Rater
SF_740,49,M,Italy,Free,336,Desktop,Rater
SF_741,15,M,USA,Free,347,Tablet,Rater
SF_743,36,F,France,Free,50,Tablet,Rater
SF_745,34,M,Italy,Subscriber,236,Desktop,Rater
SF_746,63,F,UK,Free,171,Desktop,Rater
SF_747,19,M,India,Free,27,Desktop,Rater
SF_748,48,M,UK,Subscriber,453,Mobile,Rater
SF_749,35,M,UK,Free,436,Mobile,Rater
SF_75,16,F,UK,Subscriber,59,Tablet,Rater
SF_752,41,F,UK,Free,23,Smart TV,Rater
SF_753,16,M,France,Subscriber,460,Mobile,Rater
SF_754,18,M,India,Free,101,Desktop,Rater
SF_755,24,F,UK,Subscriber,294,Mobile,Rater
SF_756,40,M,India,Free,428,Desktop,Rater
SF_757,23,M,Canada,Subscriber,140,Desktop,Rater
SF_758,9,M,Canada,Free,172,Mobile,Rater
SF_759,50,F,Canada,Subscriber,205,Smart TV,Rater
SF_76,11,M,Italy,Subscriber,377,Tablet,Rater
SF_761,30,M,India,Free,389,Mobile,Rater
SF_762,21,M,UK,Free,130,Mobile,Rater
SF_763,11,M,UK,Free,24,Desktop,Rater
SF_764,22,M,USA,Free,459,Desktop,Rater
SF_765,51,M,Canada,Free,27,Desktop,Rater
SF_766,21,F,Canada,Subscriber,376,Smart TV,Rater
SF_768,60,M,USA,Subscriber,246,Desktop,Rater
SF_769,36,M,India,Free,251,Tablet,Rater
SF_77,23,M,India,Free,269,Tablet,Rater
SF_771,40,F,USA,Free,499,Desktop,Rater
SF_772,54,M,France,Free,287,Desktop,Rater
SF_773,17,M,France,Free,46,Tablet,Rater
SF_774,15,M,Canada,Subscriber,105,Desktop,Rater
SF_775,29,M,UK,Free,89,Mobile,Rater
SF_776,27,F,UK,Free,125,Tablet,Rater
SF_777,10,M,India,Subscriber,91,Mobile,Rater
SF_778,20,M,France,Subscriber,406,Smart TV,Rater
SF_779,30,M,UK,Subscriber,388,Mobile,Rater
SF_78,47,F,France,Subscriber,485,Tablet,Rater
SF_780,34,M,USA,Subscriber,37,Desktop,Rater
SF_782,61,M,UK,Subscriber,244,Smart TV,Rater
SF_783,24,M,France,Subscriber,335,Desktop,Rater
SF_784,57,M,USA,Subscriber,489,Desktop,Rater
SF_785,60,M,India,Subscriber,479,Desktop,Rater
SF_786,28,M,Canada,Subscriber,55,Mobile,Rater
SF_787,13,M,Canada,Subscriber,487,Smart TV,Rater
SF_788,28,M,India,Subscriber,287,Mobile,Rater
SF_789,45,M,France,Free,163,Mobile,Rater
SF_79,63,F,Canada,Subscriber,257,Smart TV,Rater
SF_790,31,M,USA,Free,283,Smart TV,Rater
SF_791,47,M,India,Free,207,Mobile,Rater
SF_792,15,M,India,Free,471,Mobile,Rater
SF_793,58,F,UK,Subscriber,197,Desktop,Rater
SF_794,49,M,Canada,Subscriber,52,Desktop,Rater
SF_796,44,M,France,Subscriber,441,Smart TV,Rater
SF_798,60,F,Italy,Subscriber,352,Mobile,Rater
SF_799,48,F,India,Subscriber,60,Smart TV,Rater
SF_8,28,M,USA,Subscriber,26,Smart TV,Rater
SF_80,28,M,USA,Subscriber,322,Smart TV,Rater
SF_800,26,F,USA,Subscriber,345,Smart TV,Rater
SF_801,54,F,India,Free,489,Tablet,Rater
SF_802,43,M,France,Free,53,Tablet,Rater
SF_803,60,M,USA,Subscriber,305,Mobile,Rater
SF_805,58,M,Italy,Subscriber,116,Desktop,Rater
SF_807,63,M,UK,Free,129,Mobile,Rater
SF_809,36,M,Canada,Subscriber,410,Mobile,Rater
SF_81,39,F,Italy,Subscriber,492,Desktop,Rater
SF_810,40,M,Italy,Free,171,Smart TV,Rater
SF_811,13,M,Canada,Free,266,Desktop,Rater
SF_815,65,M,Canada,Subscriber,312,Tablet,Rater
SF_816,54,M,Italy,Free,485,Desktop,Rater
SF_817,50,M,France,Free,28,Mobile,Rater
SF_818,18,M,France,Free,142,Mobile,Rater
SF_819,45,M,USA,Free,304,Desktop,Rater
SF_820,22,M,France,Subscriber,300,Desktop,Rater
SF_822,27,F,Italy,Free,219,Tablet,Rater
SF_823,23,M,UK,Free,388,Tablet,Rater
SF_824,54,M,India,Free,471,Tablet,Rater
SF_825,34,M,Italy,Free,62,Tablet,Rater
SF_826,18,F,USA,Subscriber,20,Mobile,Rater
SF_827,38,M,UK,Subscriber,173,Smart TV,Rater
SF_828,36,M,USA,Free,422,Desktop,Rater
SF_829,45,M,India,Subscriber,351,Smart TV,Rater
SF_83,40,F,USA,Subscriber,50,Tablet,Rater
SF_831,42,F,USA,Free,38,Tablet,Rater
SF_833,24,M,Canada,Free,34,Desktop,Rater
SF_834,18,F,USA,Free,211,Tablet,Rater
SF_836,45,M,USA,Subscriber,427,Tablet,Rater
SF_839,59,M,Canada,Free,362,Desktop,Rater
SF_84,31,M,Italy,Subscriber,193,Smart TV,Rater
SF_840,21,F,France,Free,350,Smart TV,Rater
SF_841,19,F,USA,Subscriber,413,Mobile,Rater
SF_842,50,F,UK,Subscriber,164,Mobile,Rater
SF_844,12,M,USA,Subscriber,47,Tablet,Rater
SF_845,15,F,USA,Subscriber,408,Smart TV,Rater
SF_846,51,M,USA,Free,15,Tablet,Rater
SF_847,46,F,USA,Subscriber,375,Desktop,Rater
SF_848,22,M,India,Free,331,Smart TV,Rater
SF_849,22,M,France,Subscriber,200,Smart TV,Rater
SF_85,13,M,USA,Free,26,Mobile,Rater
SF_850,14,M,France,Free,277,Tablet,Rater
SF_851,43,M,UK,Subscriber,450,Desktop,Rater
SF_852,12,M,Italy,Subscriber,295,Tablet,Rater
SF_853,64,M,UK,Subscriber,250,Mobile,Rater
SF_854,14,F,Italy,Subscriber,141,Mobile,Rater
SF_855,45,F,USA,Free,154,Tablet,Rater
SF_856,35,F,India,Free,103,Smart TV,Rater
SF_857,59,M,Italy,Free,359,Mobile,Rater
SF_858,17,M,USA,Subscriber,202,Desktop,Rater
SF_859,40,M,USA,Subscriber,239,Desktop,Rater
SF_86,26,F,USA,Free,376,Desktop,Rater
SF_860,48,M,Canada,Free,111,Desktop,Rater
SF_861,24,M,Canada,Subscriber,160,Desktop,Rater
SF_862,49,M,India,Subscriber,306,Smart TV,Rater
SF_863,64,M,Canada,Subscriber,428,Desktop,Rater
SF_864,28,F,India,Free,70,Smart TV,Rater
SF_865,20,M,UK,Free,265,Smart TV,Rater
SF_866,15,M,UK,Free,67,Smart TV,Rater
SF_867,9,M,UK,Free,69,Smart TV,Rater
SF_869,9,M,France,Free,438,Mobile,Rater
SF_87,26,M,France,Free,116,Smart TV,Rater
SF_870,45,F,USA,Subscriber,288,Mobile,Rater
SF_871,38,M,USA,Free,361,Mobile,Rater
SF_872,25,M,France,Free,109,Mobile,Rater
SF_874,9,M,UK,Free,248,Desktop,Rater
SF_875,15,M,France,Free,224,Desktop,Rater
SF_876,52,M,UK,Subscriber,433,Mobile,Rater
SF_877,39,M,UK,Free,242,Desktop,Rater
SF_879,42,M,USA,Free,469,Smart TV,Rater
SF_88,65,F,Italy,Free,173,Desktop,Rater
SF_880,40,M,USA,Free,416,Smart TV,Rater
SF_881,54,M,India,Free,164,Smart TV,Rater
SF_883,32,F,UK,Subscriber,288,Tablet,Rater
SF_884,50,M,France,Free,282,Smart TV,Rater
SF_885,16,M,USA,Subscriber,485,Desktop,Rater
SF_887,36,F,USA,Subscriber,403,Smart TV,Rater
SF_888,18,F,France,Subscriber,429,Mobile,Rater
SF_889,41,M,UK,Free,425,Desktop,Rater
SF_89,59,F,Canada,Free,153,Tablet,Rater
SF_890,62,M,USA,Subscriber,363,Mobile,Rater
SF_891,63,M,Canada,Free,215,Tablet,Rater
SF_893,20,F,Canada,Free,269,Mobile,Rater
SF_894,57,M,USA,Subscriber,121,Mobile,Rater
SF_895,14,M,USA,Subscriber,177,Tablet,Rater
SF_897,52,M,USA,Free,293,Smart TV,Rater
SF_898,21,M,India,Subscriber,78,Smart TV,Rater
SF_899,19,F,Italy,Free,320,Desktop,Rater
SF_9,11,M,France,Subscriber,385,Smart TV,Rater
SF_90,59,M,India,Subscriber,51,Mobile,Rater
SF_900,53,F,Italy,Free,224,Tablet,Rater
SF_901,19,F,Canada,Subscriber,399,Tablet,Rater
SF_903,16,M,India,Subscriber,332,Mobile,Rater
SF_904,21,M,India,Free,367,Tablet,Rater
SF_905,34,F,France,Subscriber,342,Tablet,Rater
SF_906,62,M,France,Subscriber,126,Smart TV,Rater
SF_907,13,F,India,Free,13,Mobile,Rater
SF_908,10,F,USA,Subscriber,353,Tablet,Rater
SF_909,26,M,India,Free,331,Mobile,Rater
SF_91,39,M,Italy,Subscriber,64,Tablet,Rater
SF_910,41,F,UK,Free,288,Smart TV,Rater
SF_912,18,F,India,Free,165,Desktop,Rater
SF_915,44,M,India,Subscriber,116,Desktop,Rater
SF_916,30,F,USA,Free,192,Desktop,Rater
SF_918,60,F,India,Free,125,Mobile,Rater
SF_919,39,F,India,Free,108,Smart TV,Rater
SF_921,15,M,UK,Subscriber,497,Tablet,Rater
SF_922,63,M,India,Subscriber,357,Smart TV,Rater
SF_923,56,M,India,Subscriber,350,Tablet,Rater
SF_924,61,M,Italy,Free,194,Desktop,Rater
SF_925,52,F,USA,Subscriber,65,Mobile,Rater
SF_926,44,M,India,Subscriber,220,Mobile,Rater
SF_927,36,F,France,Subscriber,33,Tablet,Rater
SF_929,28,M,India,Free,18,Smart TV,Rater
SF_93,37,M,Italy,Free,293,Desktop,Rater
SF_931,60,F,USA,Subscriber,102,Smart TV,Rater
SF_932,27,F,Canada,Subscriber,471,Tablet,Rater
SF_934,31,F,India,Free,234,Tablet,Rater
SF_936,43,M,India,Free,479,Mobile,Rater
SF_937,44,M,Italy,Free,326,Smart TV,Rater
SF_938,14,F,Canada,Free,250,Desktop,Rater
SF_939,57,F,India,Subscriber,286,Mobile,Rater
SF_94,36,M,Canada,Subscriber,59,Smart TV,Rater
SF_940,12,M,Italy,Free,277,Desktop,Rater
SF_941,34,M,USA,Subscriber,289,Smart TV,Rater
SF_942,34,F,France,Subscriber,464,Smart TV,Rater
SF_944,22,M,USA,Free,53,Smart TV,Rater
SF_945,31,M,France,Subscriber,461,Desktop,Rater
SF_947,29,M,UK,Subscriber,354,Mobile,Rater
SF_949,46,M,Canada,Subscriber,26,Desktop,Rater
SF_95,43,M,USA,Subscriber,37,Smart TV,Rater
SF_950,63,M,Canada,Free,239,Smart TV,Rater
SF_951,17,M,France,Subscriber,383,Mobile,Rater
SF_952,54,M,Canada,Subscriber,81,Desktop,Rater
SF_953,42,M,UK,Free,358,Smart TV,Rater
SF_954,20,F,UK,Subscriber,255,Smart TV,Rater
SF_955,37,F,Canada,Subscriber,252,Tablet,Rater
SF_956,54,M,Canada,Subscriber,108,Smart TV,Rater
SF_957,39,M,UK,Free,161,Desktop,Rater
SF_958,49,M,USA,Free,271,Mobile,Rater
SF_959,16,M,France,Subscriber,343,Smart TV,Rater
SF_96,15,F,UK,Free,116,Smart TV,Rater
SF_960,36,M,UK,Subscriber,467,Smart TV,Rater
SF_961,39,M,Italy,Subscriber,215,Tablet,Rater
SF_962,16,F,France,Free,274,Desktop,Rater
SF_963,38,M,India,Free,333,Tablet,Rater
SF_964,33,M,UK,Free,321,Desktop,Rater
SF_965,41,M,India,Free,250,Desktop,Rater
SF_966,28,M,Canada,Free,272,Desktop,Rater
SF_968,14,M,Canada,Subscriber,37,Tablet,Rater
SF_969,54,F,USA,Free,211,Tablet,Rater
SF_97,56,F,India,Free,463,Smart TV,Rater
SF_971,24,M,India,Free,200,Desktop,Rater
SF_972,58,M,Canada,Free,258,Tablet,Rater
SF_973,61,F,France,Free,186,Mobile,Rater
SF_974,18,M,France,Subscriber,105,Smart TV,Rater
SF_975,33,M,UK,Free,153,Mobile,Rater
SF_976,45,M,India,Subscriber,358,Desktop,Rater
SF_977,12,M,India,Free,215,Desktop,Rater
SF_979,58,M,UK,Subscriber,475,Mobile,Rater
SF_980,10,M,UK,Subscriber,194,Mobile,Rater
SF_983,53,F,India,Subscriber,25,Tablet,Rater
SF_984,61,M,Canada,Free,321,Desktop,Rater
SF_986,30,F,Canada,Free,238,Tablet,Rater
SF_987,44,F,USA,Subscriber,500,Tablet,Rater
SF_988,17,M,Canada,Subscriber,265,Desktop,Rater
SF_99,23,F,India,Subscriber,380,Mobile,Rater
SF_990,46,M,Canada,Free,55,Mobile,Rater
SF_991,28,F,India,Subscriber,139,Desktop,Rater
SF_992,18,F,Canada,Subscriber,245,Mobile,Rater
SF_993,9,M,UK,Subscriber,10,Mobile,Rater
SF_994,14,M,India,Free,321,Tablet,Rater
SF_995,61,F,Italy,Subscriber,139,Smart TV,Rater
SF_996,28,M,USA,Subscriber,303,Smart TV,Rater
SF_997,65,M,USA,Subscriber,484,Smart TV,Rater
SF_998,24,M,Canada,Free,238,Desktop,Rater
SF_999,45,M,Canada,Subscriber,207,Smart TV,Rater
SF_1,11,F,India,Free,231,Mobile,Non-rater
SF_1000,23,F,France,Free,373,Desktop,Non-rater
SF_1002,56,M,USA,Free,30,Tablet,Non-rater
SF_1004,39,M,India,Free,453,Tablet,Non-rater
SF_1005,9,M,USA,Subscriber,475,Smart TV,Non-rater
SF_101,36,F,India,Free,177,Tablet,Non-rater
SF_1010,50,M,UK,Subscriber,52,Tablet,Non-rater
SF_1014,10,F,India,Subscriber,269,Desktop,Non-rater
SF_1021,53,M,France,Subscriber,221,Tablet,Non-rater
SF_1024,12,F,India,Subscriber,261,Mobile,Non-rater
SF_1029,36,M,USA,Subscriber,281,Tablet,Non-rater
SF_1031,34,M,Canada,Free,298,Desktop,Non-rater
SF_1032,20,M,Canada,Subscriber,143,Mobile,Non-rater
SF_1034,9,F,UK,Free,224,Desktop,Non-rater
SF_1036,51,M,Canada,Free,417,Mobile,Non-rater
SF_1044,21,M,France,Free,385,Desktop,Non-rater
SF_1046,30,M,Italy,Subscriber,107,Desktop,Non-rater
SF_1051,20,F,Canada,Subscriber,337,Tablet,Non-rater
SF_1052,43,F,USA,Subscriber,327,Mobile,Non-rater
SF_1055,46,M,USA,Free,318,Mobile,Non-rater
SF_1059,59,F,Italy,Free,491,Tablet,Non-rater
SF_1060,13,M,Italy,Free,86,Mobile,Non-rater
SF_1068,45,F,UK,Free,309,Smart TV,Non-rater
SF_1072,31,F,Canada,Free,355,Tablet,Non-rater
SF_1077,22,M,France,Free,316,Desktop,Non-rater
SF_1081,46,M,France,Subscriber,307,Desktop,Non-rater
SF_1083,48,M,Canada,Free,119,Desktop,Non-rater
SF_1084,25,M,Canada,Subscriber,253,Smart TV,Non-rater
SF_1087,31,M,France,Subscriber,383,Smart TV,Non-rater
SF_1089,18,M,France,Free,235,Tablet,Non-rater
SF_1092,58,F,France,Free,385,Tablet,Non-rater
SF_1096,9,M,Canada,Subscriber,139,Desktop,Non-rater
SF_1106,22,M,UK,Subscriber,196,Tablet,Non-rater
SF_1107,9,F,Canada,Subscriber,419,Tablet,Non-rater
SF_1116,45,M,Italy,Free,408,Smart TV,Non-rater
SF_1117,45,M,France,Subscriber,85,Smart TV,Non-rater
SF_1131,21,M,France,Free,410,Desktop,Non-rater
SF_1139,33,M,Italy,Free,384,Tablet,Non-rater
SF_114,38,F,UK,Subscriber,189,Mobile,Non-rater
SF_1145,40,M,USA,Free,138,Smart TV,Non-rater
SF_1150,48,F,France,Free,133,Desktop,Non-rater
SF_1156,50,F,Canada,Free,137,Mobile,Non-rater
SF_1163,40,M,Canada,Free,384,Desktop,Non-rater
SF_1165,24,M,UK,Free,287,Mobile,Non-rater
SF_1166,29,M,UK,Subscriber,141,Mobile,Non-rater
SF_1175,59,F,USA,Subscriber,225,Tablet,Non-rater
SF_1177,38,F,France,Free,299,Tablet,Non-rater
SF_1183,41,M,UK,Subscriber,467,Desktop,Non-rater
SF_1186,55,M,Canada,Free,500,Smart TV,Non-rater
SF_1191,21,F,Canada,Free,280,Smart TV,Non-rater
SF_1192,26,M,Italy,Free,385,Smart TV,Non-rater
SF_12,31,M,Italy,Free,253,Desktop,Non-rater
SF_1204,32,M,India,Subscriber,83,Mobile,Non-rater
SF_1205,52,F,Italy,Free,116,Mobile,Non-rater
SF_1208,60,M,Italy,Free,11,Mobile,Non-rater
SF_1210,10,M,USA,Free,146,Desktop,Non-rater
SF_1221,57,M,UK,Free,358,Tablet,Non-rater
SF_1230,10,M,UK,Subscriber,397,Mobile,Non-rater
SF_1237,44,M,India,Free,292,Tablet,Non-rater
SF_1239,22,F,France,Free,119,Desktop,Non-rater
SF_1247,41,M,USA,Free,333,Mobile,Non-rater
SF_125,60,M,Italy,Subscriber,392,Smart TV,Non-rater
SF_1257,17,F,UK,Free,422,Tablet,Non-rater
SF_126,16,M,UK,Free,264,Tablet,Non-rater
SF_1267,19,M,France,Subscriber,213,Mobile,Non-rater
SF_1277,22,F,India,Subscriber,69,Mobile,Non-rater
SF_128,59,M,UK,Subscriber,186,Desktop,Non-rater
SF_1288,65,F,Italy,Free,93,Mobile,Non-rater
SF_1289,19,M,Canada,Free,313,Mobile,Non-rater
SF_129,54,M,UK,Subscriber,212,Smart TV,Non-rater
SF_1300,10,M,France,Free,216,Smart TV,Non-rater
SF_1305,37,M,Italy,Free,218,Smart TV,Non-rater
SF_1313,26,M,India,Subscriber,138,Smart TV,Non-rater
SF_1315,14,M,UK,Subscriber,472,Tablet,Non-rater
SF_1318,19,M,France,Free,143,Mobile,Non-rater
SF_1324,31,M,UK,Subscriber,324,Tablet,Non-rater
SF_1328,49,M,USA,Subscriber,475,Tablet,Non-rater
SF_1329,51,M,Italy,Subscriber,249,Tablet,Non-rater
SF_1332,33,M,UK,Subscriber,328,Smart TV,Non-rater
SF_1334,50,M,India,Free,201,Mobile,Non-rater
SF_1338,56,M,UK,Free,20,Tablet,Non-rater
SF_1347,44,F,Canada,Free,171,Mobile,Non-rater
SF_1349,19,M,Canada,Free,359,Desktop,Non-rater
SF_135,9,M,France,Subscriber,15,Smart TV,Non-rater
SF_1351,31,F,France,Free,379,Smart TV,Non-rater
SF_1352,39,M,UK,Free,244,Tablet,Non-rater
SF_1354,48,F,UK,Free,78,Mobile,Non-rater
SF_1355,62,F,India,Subscriber,272,Tablet,Non-rater
SF_1358,44,M,UK,Subscriber,94,Desktop,Non-rater
SF_1367,49,M,India,Subscriber,430,Desktop,Non-rater
SF_1369,33,M,Canada,Subscriber,326,Desktop,Non-rater
SF_1373,61,F,India,Subscriber,302,Mobile,Non-rater
SF_1375,33,F,France,Free,341,Smart TV,Non-rater
SF_138,59,M,France,Free,348,Smart TV,Non-rater
SF_1384,21,M,USA,Subscriber,107,Mobile,Non-rater
SF_1390,30,M,USA,Subscriber,164,Smart TV,Non-rater
SF_1396,48,F,France,Free,325,Smart TV,Non-rater
SF_14,14,M,India,Subscriber,465,Tablet,Non-rater
SF_1401,27,F,India,Subscriber,30,Tablet,Non-rater
SF_1402,43,M,UK,Subscriber,45,Desktop,Non-rater
SF_1411,50,M,India,Free,133,Smart TV,Non-rater
SF_1417,51,M,Italy,Subscriber,229,Mobile,Non-rater
SF_1420,32,M,Canada,Free,13,Mobile,Non-rater
SF_1425,33,M,Italy,Free,386,Desktop,Non-rater
SF_1429,27,F,Canada,Free,186,Tablet,Non-rater
SF_1461,19,F,France,Subscriber,267,Smart TV,Non-rater
SF_1463,52,M,France,Subscriber,163,Desktop,Non-rater
SF_1465,28,M,India,Free,436,Tablet,Non-rater
SF_147,27,M,UK,Free,379,Smart TV,Non-rater
SF_1471,14,M,Italy,Free,432,Desktop,Non-rater
SF_1476,36,F,Italy,Free,428,Tablet,Non-rater
SF_149,64,M,Italy,Subscriber,183,Smart TV,Non-rater
SF_1505,22,M,France,Free,157,Desktop,Non-rater
SF_1512,65,M,USA,Free,367,Desktop,Non-rater
SF_1517,28,M,UK,Subscriber,177,Tablet,Non-rater
SF_1519,35,M,India,Free,120,Tablet,Non-rater
SF_1523,21,M,UK,Subscriber,301,Mobile,Non-rater
SF_1526,21,M,Canada,Free,126,Desktop,Non-rater
SF_1533,14,M,UK,Free,108,Desktop,Non-rater
SF_1536,22,F,UK,Subscriber,317,Tablet,Non-rater
SF_1537,52,M,USA,Free,150,Smart TV,Non-rater
SF_1538,30,M,UK,Free,452,Smart TV,Non-rater
SF_1541,45,M,India,Subscriber,367,Tablet,Non-rater
SF_1543,10,M,UK,Subscriber,307,Mobile,Non-rater
SF_1549,27,M,UK,Subscriber,316,Desktop,Non-rater
SF_1554,64,F,USA,Subscriber,442,Tablet,Non-rater
SF_1555,43,F,India,Subscriber,376,Smart TV,Non-rater
SF_1556,58,M,Canada,Subscriber,189,Smart TV,Non-rater
SF_1563,9,F,Italy,Free,260,Mobile,Non-rater
SF_1569,25,F,Canada,Subscriber,306,Desktop,Non-rater
